Customer ID,TotalInvoices,TotalQuantity,TotalPrice,Recency,CancellationPercentage,AvgItemsPerOrder
12346,15,53,-51.739999999999995,79,26.666666666666668,3.533333333333333
12347,2,828,1323.32,16,0.0,414.0
12348,2,1627,1114.96,6,0.0,813.5
12349,4,988,2646.9900000000002,56,4.672897196261682,247.0
12351,1,261,300.93,24,0.0,261.0
12352,2,188,343.8,24,0.0,94.0
12353,1,192,317.76,57,0.0,192.0
12355,1,303,488.21000000000004,216,0.0,303.0
12356,3,1825,3560.3,29,0.0,608.3333333333334
12357,2,3879,12079.99,37,0.0,1939.5
12358,3,831,2719.01,24,0.0,277.0
12359,8,914,2469.36,74,3.3057851239669422,114.25
12360,6,1293,1550.83,28,1.1235955056179776,215.5
12361,3,144,321.35,111,0.0,48.0
12362,1,1,130.0,387,0.0,1.0
12366,1,296,500.24,282,0.0,296.0
12368,1,330,917.7,277,0.0,330.0
12369,3,1241,1791.15,62,0.0,413.6666666666667
12370,5,1219,2638.89,6,0.0,243.8
12371,3,845,2179.42,58,0.0,281.6666666666667
12373,2,319,763.0500000000001,273,0.0,159.5
12374,3,1020,2246.29,70,0.0,340.0
12376,2,240,503.15,38,0.0,120.0
12377,3,1765,2799.7200000000003,3,0.0,588.3333333333334
12378,1,787,1407.7,211,0.0,787.0
12379,2,408,767.98,71,0.0,204.0
12380,10,2199,5167.4400000000005,30,2.8089887640449436,219.9
12382,1,-1,-18.38,330,100.0,-1.0
12383,1,754,600.72,1,0.0,754.0
12385,2,611,1923.4,28,1.5151515151515151,305.5
12386,1,214,258.90000000000003,15,0.0,214.0
12387,1,134,143.94,63,0.0,134.0
12388,2,539,1120.45,94,0.0,269.5
12389,3,614,1433.33,51,0.0,204.66666666666666
12391,6,903,2259.58,113,3.3333333333333335,150.5
12392,1,73,234.75000000000003,240,0.0,73.0
12393,3,489,794.15,30,10.416666666666668,163.0
12395,5,1840,2382.46,6,0.0,368.0
12396,1,591,931.4300000000001,323,0.0,591.0
12399,3,1020,853.65,34,0.0,340.0
12400,1,91,205.25,63,0.0,91.0
12402,6,489,1018.5500000000001,41,1.6666666666666667,81.5
12403,1,164,591.6600000000001,170,0.0,164.0
12404,1,1,63.24,330,0.0,1.0
12406,4,1574,2791.46,37,1.6129032258064515,393.5
12408,5,787,1437.07,28,5.263157894736842,157.4
12409,6,7484,12033.54,69,1.89873417721519,1247.3333333333333
12410,1,130,320.38,151,0.0,130.0
12411,1,138,346.9,58,0.0,138.0
12412,5,1162,1354.15,50,5.714285714285714,232.4
12413,1,33,241.35,51,0.0,33.0
12414,5,1,130.0,112,47.368421052631575,0.2
12415,7,14073,19543.84,24,0.0,2010.4285714285713
12416,1,132,202.56,305,0.0,132.0
12417,16,1381,3401.25,6,2.083333333333333,86.3125
12418,4,680,1348.37,62,1.4492753623188406,170.0
12419,2,231,503.01,34,0.0,115.5
