Customer ID,TotalInvoices,TotalQuantity,TotalPrice,Recency,CancellationPercentage,AvgItemsPerOrder
12346,17,53,-51.74000000000524,224,27.659574468085108,3.1176470588235294
12347,6,2099,3402.39,28,0.0,349.8333333333333
12348,4,2497,1709.3999999999999,147,0.0,624.25
12349,4,988,2646.9900000000002,306,4.672897196261682,247.0
12350,1,197,334.40000000000003,209,0.0,197.0
12351,1,261,300.93,274,0.0,261.0
12352,10,376,944.98,161,15.151515151515152,37.6
12353,2,212,406.76,102,0.0,106.0
12354,1,530,1079.4,131,0.0,530.0
12355,2,543,947.61,113,0.0,271.5
12356,5,3411,6313.38,144,0.0,682.2
12357,2,3879,12079.99,287,0.0,1939.5
12358,4,931,3203.8700000000003,49,0.0,232.75
12359,12,1875,5929.29,88,2.2556390977443606,156.25
12360,8,1967,3169.11,11,0.6097560975609756,245.875
12361,4,235,511.25,186,0.0,58.75
12362,7,979,1854.55,11,4.504504504504505,139.85714285714286
12363,2,408,552.0,8,0.0,204.0
12364,1,555,623.92,11,0.0,555.0
12365,3,173,320.69,190,4.3478260869565215,57.666666666666664
12366,1,296,500.24,532,0.0,296.0
12368,1,330,917.7,527,0.0,330.0
12369,3,1241,1791.15,312,0.0,413.6666666666667
12370,6,2224,3577.28,173,0.0,370.6666666666667
12371,3,845,2179.42,308,0.0,281.6666666666667
12372,2,592,914.9200000000001,111,0.0,296.0
12373,3,516,1127.65,210,0.0,172.0
12374,3,1020,2246.29,320,0.0,340.0
12376,2,240,503.15,288,0.0,120.0
12377,4,2105,3426.32,214,0.0,526.25
12378,2,3316,5416.32,28,0.0,1658.0
12379,4,618,1225.8700000000001,54,1.6129032258064515,154.5
12380,11,2492,5774.99,84,2.336448598130841,226.54545454545453
12381,1,568,1268.74,18,0.0,568.0
12382,1,-1,-18.38,581,100.0,-1.0
12383,6,1529,1839.31,83,1.0,254.83333333333334
12384,1,62,292.69,20,0.0,62.0
12385,2,611,1923.4,278,1.5151515151515151,305.5
12386,2,354,401.9,236,0.0,177.0
12387,1,134,143.94,314,0.0,134.0
12388,6,1299,2788.79,47,0.0,216.5
12389,3,614,1433.33,301,0.0,204.66666666666666
12391,6,903,2259.58,363,3.3333333333333335,150.5
12392,1,73,234.75000000000003,490,0.0,73.0
12393,6,1011,1855.25,144,5.747126436781609,168.5
12394,1,182,381.08,116,0.0,182.0
12395,13,2712,3584.31,11,1.0869565217391304,208.6153846153846
12396,1,591,931.4300000000001,573,0.0,591.0
12397,1,704,1214.81,34,0.0,704.0
12399,7,2198,1962.3,18,0.0,314.0
12400,1,91,205.25,313,0.0,91.0
12401,1,11,84.3,202,0.0,11.0
12402,7,583,1244.15,222,1.4084507042253522,83.28571428571429
12403,1,164,591.6600000000001,420,0.0,164.0
12404,1,1,63.24,581,0.0,1.0
12405,1,857,1710.39,47,0.0,857.0
12406,6,2358,4278.16,21,3.508771929824561,393.0
12407,4,1237,1407.36,33,0.0,309.25
12408,11,1512,2897.86,62,7.751937984496124,137.45454545454547
12409,8,10625,18235.67,16,1.7937219730941705,1328.125
12410,4,339,1001.46,200,4.761904761904762,84.75
12411,1,138,346.9,308,0.0,138.0
12412,7,1761,2244.89,36,3.4782608695652173,251.57142857142858
12413,5,234,741.3000000000001,135,4.651162790697675,46.8
12414,8,301,692.4100000000001,116,24.324324324324326,37.625
12415,23,77631,117937.65,12,6.952491309385864,3375.2608695652175
12416,1,132,202.56,555,0.0,132.0
12417,24,2538,5876.08,5,2.694610778443114,105.75
12418,5,1087,2016.95,11,0.9708737864077669,217.4
12419,2,231,503.01,284,0.0,115.5
12421,7,570,914.35,13,3.4482758620689653,81.42857142857143
12422,20,2509,3971.65,67,2.380952380952381,125.45
12423,8,1441,2214.77,90,0.0,180.125
12424,7,2015,3289.7799999999997,61,5.154639175257731,287.85714285714283
12425,2,607,903.61,329,6.779661016949152,303.5
12426,3,577,1311.41,93,6.097560975609756,192.33333333333334
12427,2,70,246.55,250,23.076923076923077,35.0
12428,11,3353,7468.860000000001,7,2.1052631578947367,304.8181818181818
12429,8,2258,5248.49,71,0.7874015748031495,282.25
12431,29,3734,8680.78,18,2.0172910662824206,128.75862068965517
12432,3,1427,4016.66,69,0.0,475.6666666666667
12433,6,6044,7052.99,265,0.34843205574912894,1007.3333333333334
12434,4,194,542.59,148,10.0,48.5
12435,5,3782,10075.03,166,0.0,756.4
12437,38,6651,9920.17,76,4.033970276008493,175.02631578947367
12438,1,586,890.0699999999999,39,0.0,586.0
12439,3,448,1089.18,581,4.054054054054054,149.33333333333334
12440,3,308,768.15,356,8.571428571428571,102.66666666666667
12441,1,121,173.55,265,0.0,121.0
12443,1,182,485.31,631,0.0,182.0
12444,2,650,2627.27,20,0.0,325.0
12445,2,142,293.08000000000004,298,4.761904761904762,71.0
12447,1,190,476.49,142,0.0,190.0
12449,4,1386,2405.48,28,0.0,346.5
12450,7,435,666.95,55,7.5,62.142857142857146
12451,7,6756,8818.83,46,0.8450704225352111,965.1428571428571
12453,1,473,707.09,33,0.0,473.0
12454,7,2232,4292.71,294,40.476190476190474,318.85714285714283
12455,9,2979,5589.45,26,0.0,331.0
12456,3,1056,2238.25,7,4.444444444444445,352.0
12457,8,529,1387.13,28,11.320754716981133,66.125
12458,3,750,1272.01,183,0.0,250.0
12459,1,258,454.36,504,0.0,258.0
12460,1,170,326.65,355,0.0,170.0
12461,1,282,626.88,53,0.0,282.0
12462,2,283,741.31,193,9.090909090909092,141.5
12463,5,571,974.39,74,4.6875,114.2
12464,6,81,780.55,5,0.0,13.5
12465,1,294,440.94,68,0.0,294.0
12466,1,1,56.73,581,0.0,1.0
12467,2,0,0.0,285,50.0,0.0
12468,10,2184,3624.55,42,7.975460122699387,218.4
12469,2,2552,3070.54,421,0.0,1276.0
12470,1,95,211.95,588,0.0,95.0
12471,112,12668,29599.41,6,12.33644859813084,113.10714285714286
12472,33,8933,13846.84,37,13.47926267281106,270.6969696969697
12473,4,780,1099.29,13,11.11111111111111,195.0
12474,43,5482,8649.64,36,8.152173913043478,127.48837209302326
12475,1,236,426.26,308,0.0,236.0
12476,30,4307,10198.51,26,7.441860465116279,143.56666666666666
12477,7,3828,11624.050000000001,7,1.3227513227513228,546.8571428571429
12480,7,2336,4298.42,42,1.4634146341463417,333.7142857142857
12481,16,6077,10546.59,78,1.2345679012345678,379.8125
12482,32,27039,21893.53,348,1.4492753623188406,844.96875
12483,22,1660,3753.9500000000003,82,5.555555555555555,75.45454545454545
12484,12,2921,5289.08,2,1.9277108433734942,243.41666666666666
12485,1,414,708.1,428,0.0,414.0
12486,1,523,1037.28,330,0.0,523.0
12487,2,144,259.8,629,33.33333333333333,72.0
12489,1,105,334.93,235,0.0,105.0
12490,16,3997,6493.42,37,0.3105590062111801,249.8125
12492,2,321,578.39,4,0.0,160.5
12493,3,206,416.79,64,4.3478260869565215,68.66666666666667
12494,14,614,1366.48,56,9.89010989010989,43.857142857142854
12495,2,126,323.4,533,10.526315789473683,63.0
12496,2,30,45.34,519,0.0,15.0
12497,3,4448,5168.650000000001,299,2.272727272727273,1482.6666666666667
12499,1,302,393.72,459,0.0,302.0
12500,18,1959,3439.88,5,4.878048780487805,108.83333333333333
12501,2,1722,2089.68,214,6.875000000000001,861.0
12502,4,586,2631.52,26,0.0,146.5
12503,2,560,0.0,236,33.33333333333333,280.0
12504,2,368,297.0,316,0.0,184.0
12505,3,313,908.0,200,10.638297872340425,104.33333333333333
12506,1,23,73.5,131,0.0,23.0
12507,5,1245,1797.31,33,2.0,249.0
12509,1,55,176.5,183,0.0,55.0
12510,16,2018,3689.33,41,5.844155844155844,126.125
12511,2,1748,3065.77,313,2.0618556701030926,874.0
12513,1,462,612.29,11,0.0,462.0
12514,2,840,1597.76,166,0.0,420.0
12515,1,131,383.7,252,0.0,131.0
12516,3,1422,1919.76,79,0.0,474.0
12517,2,834,1521.45,25,0.0,417.0
12518,1,187,324.83,9,0.0,187.0
12519,2,205,354.35,363,8.333333333333332,102.5
12520,5,1090,1994.1,41,2.4193548387096775,218.0
12521,1,309,599.68,41,0.0,309.0
12523,24,1935,3473.23,6,5.0691244239631335,80.625
12524,16,5764,9728.12,61,0.9345794392523363,360.25
12525,8,487,835.1800000000001,389,22.07792207792208,60.875
12527,4,513,671.72,193,0.0,128.25
12528,6,497,1276.17,11,4.411764705882353,82.83333333333333
12529,2,190,311.78000000000003,421,8.695652173913043,95.0
12530,11,2385,3249.23,7,2.8169014084507045,216.8181818181818
12531,2,1059,1773.83,579,5.172413793103448,529.5
12533,6,568,1149.99,517,20.0,94.66666666666667
12534,1,651,1089.18,29,0.0,651.0
12535,1,115,371.45,85,0.0,115.0
12537,1,449,732.94,307,0.0,449.0
12538,1,145,276.5,277,0.0,145.0
12539,7,4088,8448.24,161,0.21645021645021645,584.0
12540,28,8516,17519.420000000002,6,0.33726812816188867,304.14285714285717
12541,2,419,536.14,72,0.0,209.5
12542,4,514,423.38,382,13.333333333333334,128.5
12543,1,688,980.25,347,0.0,688.0
12545,1,346,628.15,158,0.0,346.0
12547,3,309,383.58,96,0.0,103.0
12548,1,49,95.19999999999999,65,0.0,49.0
12549,6,1366,1575.68,474,0.0,227.66666666666666
12551,1,100,168.0,256,0.0,100.0
12553,13,1670,3279.86,9,2.1505376344086025,128.46153846153845
12554,1,240,468.5,347,0.0,240.0
12555,1,1,129.23,581,0.0,1.0
12556,1,163,308.75,50,0.0,163.0
12557,7,5462,15106.14,57,0.0,780.2857142857143
12559,3,281,536.21,209,4.545454545454546,93.66666666666667
12560,2,820,1436.31,11,0.0,410.0
12561,1,177,238.85,201,0.0,177.0
12562,5,1324,2790.41,25,0.0,264.8
12563,1,113,249.24,307,0.0,113.0
12564,1,133,456.90000000000003,160,0.0,133.0
12565,2,75,131.17000000000002,180,10.0,37.5
12567,15,3805,9008.32,7,4.2792792792792795,253.66666666666666
12568,1,48,70.0,543,0.0,48.0
12569,14,781,1841.32,6,2.4691358024691357,55.785714285714285
12570,1,1,77.52,580,0.0,1.0
12571,1,197,248.35,20,0.0,197.0
12573,5,479,717.41,126,0.0,95.8
12574,1,61,218.45000000000002,214,0.0,61.0
12575,2,315,622.82,356,0.0,157.5
12576,9,975,1428.89,36,4.761904761904762,108.33333333333333
12577,6,856,1186.3899999999999,258,0.0,142.66666666666666
12578,6,1886,3386.6,215,6.569343065693431,314.3333333333333
12580,2,569,1052.9,145,0.0,284.5
12582,4,985,1980.4,137,0.0,246.25
12583,23,6936,10515.91,5,0.5763688760806917,301.5652173913044
12584,8,126,688.2900000000001,26,19.047619047619047,15.75
12585,4,1258,1982.81,133,10.309278350515463,314.5
