Customer ID,TotalInvoices,TotalQuantity,TotalPrice,Recency,CancellationPercentage,AvgItemsPerOrder
12346,17,53,-51.74000000000524,254,27.659574468085108,3.1176470588235294
12347,6,2099,3402.39,58,0.0,349.8333333333333
12348,5,2714,2019.3999999999999,4,0.0,542.8
12349,4,988,2646.9900000000002,336,4.672897196261682,247.0
12350,1,197,334.40000000000003,239,0.0,197.0
12351,1,261,300.93,304,0.0,261.0
12352,12,531,1577.48,1,10.204081632653061,44.25
12353,2,212,406.76,133,0.0,106.0
12354,1,530,1079.4,161,0.0,530.0
12355,2,543,947.61,143,0.0,271.5
12356,5,3411,6313.38,174,0.0,682.2
12357,2,3879,12079.99,317,0.0,1939.5
12358,4,931,3203.8700000000003,79,0.0,232.75
12359,12,1875,5929.29,118,2.2556390977443606,156.25
12360,8,1967,3169.11,41,0.6097560975609756,245.875
12361,4,235,511.25,216,0.0,58.75
12362,8,1246,2684.54,1,3.3112582781456954,155.75
12363,2,408,552.0,38,0.0,204.0
12364,2,736,703.72,7,0.0,368.0
12365,3,173,320.69,220,4.3478260869565215,57.666666666666664
12366,1,296,500.24,562,0.0,296.0
12368,1,330,917.7,557,0.0,330.0
12369,3,1241,1791.15,342,0.0,413.6666666666667
12370,6,2224,3577.28,203,0.0,370.6666666666667
12371,3,845,2179.42,338,0.0,281.6666666666667
12372,3,794,1298.04,0,0.0,264.6666666666667
12373,3,516,1127.65,240,0.0,172.0
12374,3,1020,2246.29,350,0.0,340.0
12375,1,87,230.3,27,0.0,87.0
12376,2,240,503.15,318,0.0,120.0
12377,4,2105,3426.32,244,0.0,526.25
12378,2,3316,5416.32,58,0.0,1658.0
12379,5,814,1618.27,10,1.2195121951219512,162.8
12380,12,2782,6401.0,7,2.066115702479339,231.83333333333334
12381,2,543,1227.39,29,6.0606060606060606,271.5
12382,1,-1,-18.38,611,100.0,-1.0
12383,6,1529,1839.31,113,1.0,254.83333333333334
12384,2,57,273.58000000000004,8,17.647058823529413,28.5
12385,2,611,1923.4,308,1.5151515151515151,305.5
12386,2,354,401.9,266,0.0,177.0
12387,1,134,143.94,344,0.0,134.0
