Customer ID,TotalInvoices,TotalQuantity,TotalPrice,Recency,CancellationPercentage,AvgItemsPerOrder
12346,17,53,-51.74000000000524,100,26.666666666666668,3.1176470588235294
12347,4,1626,2434.96,21,0.0,406.5
12348,4,2497,1709.3999999999999,23,0.0,624.25
12349,4,988,2646.9900000000002,182,4.672897196261682,247.0
12351,1,261,300.93,150,0.0,261.0
12352,10,376,944.98,37,0.0,37.6
12353,1,192,317.76,183,0.0,192.0
12355,1,303,488.21000000000004,342,0.0,303.0
12356,5,3411,6313.38,20,0.0,682.2
12357,2,3879,12079.99,163,0.0,1939.5
12358,3,831,2719.01,150,0.0,277.0
12359,11,1519,4819.97,15,3.3057851239669422,138.0909090909091
12360,6,1293,1550.83,154,1.1235955056179776,215.5
12361,4,235,511.25,62,0.0,58.75
12362,4,503,1099.44,0,0.0,125.75
12366,1,296,500.24,408,0.0,296.0
12368,1,330,917.7,403,0.0,330.0
12369,3,1241,1791.15,188,0.0,413.6666666666667
12370,6,2224,3577.28,49,0.0,370.6666666666667
12371,3,845,2179.42,184,0.0,281.6666666666667
12373,3,516,1127.65,86,0.0,172.0
12374,3,1020,2246.29,196,0.0,340.0
12376,2,240,503.15,164,0.0,120.0
12377,4,2105,3426.32,90,0.0,526.25
12378,1,787,1407.7,337,0.0,787.0
12379,2,408,767.98,197,0.0,204.0
12380,10,2199,5167.4400000000005,156,2.8089887640449436,219.9
12382,1,-1,-18.38,457,100.0,-1.0
12383,5,1509,1739.86,13,0.0,301.8
12385,2,611,1923.4,154,1.5151515151515151,305.5
12386,2,354,401.9,112,0.0,177.0
12387,1,134,143.94,190,0.0,134.0
12388,5,870,1886.7,50,0.0,174.0
12389,3,614,1433.33,177,0.0,204.66666666666666
12391,6,903,2259.58,239,3.3333333333333335,150.5
12392,1,73,234.75000000000003,366,0.0,73.0
12393,6,1011,1855.25,20,10.416666666666668,168.5
12395,9,2419,2922.67,36,0.0,268.77777777777777
12396,1,591,931.4300000000001,449,0.0,591.0
12399,4,1384,1141.7,36,0.0,346.0
12400,1,91,205.25,189,0.0,91.0
12402,7,583,1244.15,98,1.6666666666666667,83.28571428571429
12403,1,164,591.6600000000001,296,0.0,164.0
12404,1,1,63.24,457,0.0,1.0
12406,4,1574,2791.46,163,1.6129032258064515,393.5
12408,9,1135,2245.33,20,5.263157894736842,126.11111111111111
12409,6,7484,12033.54,195,1.89873417721519,1247.3333333333333
12410,4,339,1001.46,76,0.0,84.75
12411,1,138,346.9,184,0.0,138.0
12412,5,1162,1354.15,177,5.714285714285714,232.4
12413,5,234,741.3000000000001,11,0.0,46.8
12414,7,259,526.5600000000001,2,47.368421052631575,37.0
12415,14,37278,57142.88,0,0.0,2662.714285714286
12416,1,132,202.56,431,0.0,132.0
12417,21,1870,4520.64,0,2.083333333333333,89.04761904761905
12418,4,680,1348.37,188,1.4492753623188406,170.0
12419,2,231,503.01,160,0.0,115.5
12421,4,268,444.01,94,4.761904761904762,67.0
