Customer ID,TotalInvoices,TotalQuantity,TotalPrice,Recency,CancellationPercentage,AvgItemsPerOrder
12346,17,53,-51.74000000000524,313,27.659574468085108,3.1176470588235294
12347,7,2775,4696.71,27,0.0,396.42857142857144
12348,5,2714,2019.3999999999999,63,0.0,542.8
12349,5,1619,4404.54,6,2.7777777777777777,323.8
12350,1,197,334.40000000000003,298,0.0,197.0
12351,1,261,300.93,363,0.0,261.0
12352,13,658,1889.21,24,8.849557522123893,50.61538461538461
12353,2,212,406.76,191,0.0,106.0
12354,1,530,1079.4,220,0.0,530.0
12355,2,543,947.61,202,0.0,271.5
12356,6,3416,6371.7300000000005,10,0.0,569.3333333333334
12357,3,6587,18287.66,21,0.0,2195.6666666666665
12358,4,931,3203.8700000000003,138,0.0,232.75
12359,13,2519,8743.59,45,1.6304347826086956,193.76923076923077
12360,9,2458,4212.89,40,0.45871559633027525,273.1111111111111
12361,4,235,511.25,275,0.0,58.75
12362,12,1999,4804.39,23,2.066115702479339,166.58333333333334
12363,2,408,552.0,97,0.0,204.0
12364,3,1004,1002.78,28,0.0,334.6666666666667
12365,3,173,320.69,279,4.3478260869565215,57.666666666666664
12366,1,296,500.24,621,0.0,296.0
12368,1,330,917.7,616,0.0,330.0
12369,3,1241,1791.15,401,0.0,413.6666666666667
12370,7,2604,4316.56,39,0.0,372.0
12371,5,1436,4067.38,32,0.0,287.2
12372,3,794,1298.04,59,0.0,264.6666666666667
12373,3,516,1127.65,299,0.0,172.0
12374,4,1362,2989.2200000000003,13,0.0,340.5
12375,1,87,230.3,86,0.0,87.0
12376,2,240,503.15,377,0.0,120.0
12377,4,2105,3426.32,303,0.0,526.25
12378,2,3316,5416.32,117,0.0,1658.0
12379,5,814,1618.27,69,1.2195121951219512,162.8
12380,15,3325,7888.0,9,2.1201413427561837,221.66666666666666
12381,5,691,1656.95,21,4.761904761904762,138.2
12382,1,-1,-18.38,670,100.0,-1.0
12383,6,1529,1839.31,172,1.0,254.83333333333334
12384,3,121,566.16,16,10.0,40.333333333333336
12385,2,611,1923.4,367,1.5151515151515151,305.5
12386,2,354,401.9,325,0.0,177.0
12387,1,134,143.94,403,0.0,134.0
12388,8,2001,3901.11,3,0.0,250.125
12389,3,614,1433.33,390,0.0,204.66666666666666
12390,1,353,549.84,67,0.0,353.0
12391,7,1196,2699.2400000000002,9,2.197802197802198,170.85714285714286
12392,1,73,234.75000000000003,579,0.0,73.0
12393,7,1305,2376.75,60,4.464285714285714,186.42857142857142
12394,2,819,1272.48,51,0.0,409.5
12395,18,3200,4700.82,3,1.2244897959183674,177.77777777777777
12396,1,591,931.4300000000001,662,0.0,591.0
12397,2,1263,2409.9,23,0.0,631.5
12398,1,1394,1635.6599999999999,33,0.0,1394.0
12399,7,2198,1962.3,107,0.0,314.0
12400,1,91,205.25,402,0.0,91.0
12401,1,11,84.3,291,0.0,11.0
12402,7,583,1244.15,311,1.4084507042253522,83.28571428571429
12403,3,259,1001.36,37,10.0,86.33333333333333
12404,1,1,63.24,670,0.0,1.0
12405,1,857,1710.39,136,0.0,857.0
12406,7,3383,6072.21,9,2.3529411764705883,483.2857142857143
12407,5,1416,1708.12,37,0.0,283.2
12408,14,2186,4279.64,20,6.470588235294119,156.14285714285714
12409,13,13027,23090.47,66,2.941176470588235,1002.0769230769231
12410,4,339,1001.46,289,4.761904761904762,84.75
12411,1,138,346.9,397,0.0,138.0
12412,8,1991,2581.03,62,3.0534351145038165,248.875
12413,6,315,935.5,54,3.7735849056603774,52.5
12414,8,301,692.4100000000001,205,24.324324324324326,37.625
12415,33,91019,143269.29,12,6.275303643724696,2758.151515151515
12416,1,132,202.56,644,0.0,132.0
12417,26,2685,6318.9800000000005,17,2.785515320334262,103.26923076923077
12418,5,1087,2016.95,100,0.9708737864077669,217.4
12419,2,231,503.01,373,0.0,115.5
12420,1,345,600.39,51,0.0,345.0
12421,8,647,1092.83,3,2.9850746268656714,80.875
12422,21,2591,4119.35,83,2.272727272727273,123.38095238095238
12423,10,1578,2403.55,86,0.6711409395973155,157.8
12424,7,2015,3289.7799999999997,150,5.154639175257731,287.85714285714283
12425,3,1103,1680.81,65,4.2105263157894735,367.6666666666667
12426,3,577,1311.41,182,6.097560975609756,192.33333333333334
12427,4,524,768.85,9,8.823529411764707,131.0
12428,12,3503,7877.2,13,2.0,291.9166666666667
12429,8,2258,5248.49,160,0.7874015748031495,282.25
12430,1,117,256.4,31,0.0,117.0
12431,33,4532,10293.66,23,1.7632241813602016,137.33333333333334
12432,5,1801,5059.32,30,0.0,360.2
12433,8,9007,11159.76,31,0.2347417840375587,1125.875
12434,5,511,1062.48,72,5.405405405405405,102.2
12435,6,4958,13925.93,67,0.0,826.3333333333334
12436,1,211,509.01,87,0.0,211.0
12437,45,7810,11936.54,9,3.3628318584070795,173.55555555555554
12438,2,1180,2906.85,2,0.0,590.0
12439,3,448,1089.18,670,4.054054054054054,149.33333333333334
12440,3,308,768.15,445,8.571428571428571,102.66666666666667
12441,1,121,173.55,354,0.0,121.0
12443,1,182,485.31,720,0.0,182.0
12444,5,1153,5005.46,9,0.0,230.6
12445,3,204,426.48,9,4.0,68.0
12446,1,351,1002.3100000000001,45,0.0,351.0
12447,1,190,476.49,231,0.0,190.0
12448,1,243,449.45,32,0.0,243.0
12449,6,2282,4835.89,10,0.0,380.3333333333333
12450,7,435,666.95,144,7.5,62.142857142857146
12451,9,9075,12284.03,9,0.6012024048096193,1008.3333333333334
12452,3,183,428.57000000000005,4,4.3478260869565215,61.0
12453,1,473,707.09,122,0.0,473.0
12454,9,2232,4292.71,41,44.44444444444444,248.0
12455,10,3302,5879.95,61,0.0,330.2
12456,4,1616,3153.89,32,3.10077519379845,404.0
12457,14,937,2472.31,46,8.695652173913043,66.92857142857143
12458,4,986,1777.49,59,0.0,246.5
12459,1,258,454.36,593,0.0,258.0
12460,1,170,326.65,444,0.0,170.0
12461,2,287,826.88,81,0.0,143.5
12462,3,532,1168.79,6,6.0606060606060606,177.33333333333334
12463,7,757,1303.63,34,5.681818181818182,108.14285714285714
12464,7,91,930.15,10,0.0,13.0
12465,2,479,742.19,4,0.0,239.5
12466,1,1,56.73,670,0.0,1.0
12467,2,0,0.0,374,50.0,0.0
12468,10,2184,3624.55,131,7.975460122699387,218.4
12469,2,2552,3070.54,510,0.0,1276.0
12470,1,95,211.95,677,0.0,95.0
12471,126,15256,34982.62,3,12.84329563812601,121.07936507936508
12472,37,9978,15447.69,18,12.849740932642487,269.6756756756757
12473,9,2338,2837.73,17,6.179775280898876,259.77777777777777
12474,54,7787,11948.75,5,6.964520367936925,144.2037037037037
12475,2,771,1149.64,41,0.0,385.5
12476,37,5558,13782.87,3,6.375227686703097,150.21621621621622
12477,12,6086,20173.64,10,1.3986013986013985,507.1666666666667
12480,8,2947,5435.1,16,1.2244897959183674,368.375
12481,18,7020,12041.15,10,1.0416666666666665,390.0
12482,32,27039,21893.53,437,1.4492753623188406,844.96875
12483,27,2133,4823.47,4,6.122448979591836,79.0
12484,16,3255,6287.8,20,1.875,203.4375
12485,1,414,708.1,517,0.0,414.0
12486,1,523,1037.28,419,0.0,523.0
12487,2,144,259.8,718,33.33333333333333,72.0
12488,2,259,767.45,27,0.0,129.5
12489,1,105,334.93,324,0.0,105.0
12490,21,5647,9356.34,5,0.2288329519450801,268.9047619047619
12491,1,260,460.40000000000003,26,0.0,260.0
12492,3,444,715.21,51,0.0,148.0
12493,3,206,416.79,153,4.3478260869565215,68.66666666666667
12494,16,957,1743.72,3,7.6923076923076925,59.8125
12495,2,126,323.4,622,10.526315789473683,63.0
12496,2,30,45.34,608,0.0,15.0
12497,4,5684,6211.75,69,1.7241379310344827,1421.0
12498,3,159,403.70000000000005,9,0.0,53.0
12499,1,302,393.72,548,0.0,302.0
12500,25,3360,5872.3099999999995,11,6.41025641025641,134.4
12501,2,1722,2089.68,303,6.875000000000001,861.0
12502,5,820,3723.87,83,0.0,164.0
12503,2,560,0.0,325,33.33333333333333,280.0
12504,6,419,411.0,6,23.076923076923077,69.83333333333333
12505,3,313,908.0,289,10.638297872340425,104.33333333333333
12506,1,23,73.5,220,0.0,23.0
12507,5,1245,1797.31,121,2.0,249.0
12508,2,271,397.88,14,0.0,135.5
12509,1,55,176.5,272,0.0,55.0
12510,16,2018,3689.33,130,5.844155844155844,126.125
12511,2,1748,3065.77,402,2.0618556701030926,874.0
12512,2,96,132.18,54,0.0,48.0
12513,2,456,586.79,72,2.7777777777777777,228.0
12514,2,840,1597.76,254,0.0,420.0
12515,1,131,383.7,341,0.0,131.0
12516,4,1952,2648.62,65,0.0,488.0
12517,6,1338,2443.65,16,0.7117437722419928,223.0
12518,4,1130,1717.75,16,0.0,282.5
12519,3,380,685.19,51,4.878048780487805,126.66666666666667
12520,6,1430,2582.51,67,1.935483870967742,238.33333333333334
12521,1,309,599.68,130,0.0,309.0
12522,2,194,192.72,27,0.0,97.0
12523,29,2239,4220.25,7,4.597701149425287,77.20689655172414
12524,17,7063,10783.56,51,0.8403361344537815,415.47058823529414
12525,8,487,835.1800000000001,478,22.07792207792208,60.875
12526,2,544,1039.58,41,0.0,272.0
12527,5,526,735.51,69,0.0,105.2
12528,7,599,1550.68,51,3.614457831325301,85.57142857142857
12529,2,190,311.78000000000003,510,8.695652173913043,95.0
12530,12,2698,3689.86,47,2.4691358024691357,224.83333333333334
12531,3,1104,1899.05,2,4.511278195488721,368.0
12532,1,153,349.83000000000004,18,0.0,153.0
12533,6,568,1149.99,606,20.0,94.66666666666667
12534,1,651,1089.18,118,0.0,651.0
12535,2,219,716.35,79,0.0,109.5
12536,4,2801,4279.71,31,0.38167938931297707,700.25
12537,1,449,732.94,396,0.0,449.0
12538,2,336,640.45,16,0.0,168.0
12539,8,4534,9498.9,10,0.19801980198019803,566.75
12540,36,11009,22107.29,7,0.5161290322580645,305.80555555555554
12541,3,680,981.18,17,0.0,226.66666666666666
12542,4,514,423.38,471,13.333333333333334,128.5
12543,1,688,980.25,436,0.0,688.0
12544,2,132,355.7,17,5.0,66.0
12545,2,523,1000.39,63,0.0,261.5
12546,3,617,1141.5,34,1.4285714285714286,205.66666666666666
12547,3,309,383.58,185,0.0,103.0
12548,1,49,95.19999999999999,154,0.0,49.0
12549,6,1366,1575.68,563,0.0,227.66666666666666
12550,1,569,964.83,67,0.0,569.0
12551,1,100,168.0,345,0.0,100.0
12552,2,88,437.82,26,0.0,44.0
12553,15,2115,4275.53,13,1.7241379310344827,141.0
12554,1,240,468.5,436,0.0,240.0
12555,1,1,129.23,670,0.0,1.0
12556,2,355,599.56,38,0.0,177.5
12557,8,6382,18096.14,3,0.0,797.75
12559,3,281,536.21,298,4.545454545454546,93.66666666666667
12560,3,788,1403.69,88,7.228915662650602,262.6666666666667
12561,1,177,238.85,290,0.0,177.0
12562,8,2004,4312.55,10,0.0,250.5
12563,1,113,249.24,396,0.0,113.0
12564,1,133,456.90000000000003,249,0.0,133.0
12565,2,75,131.17000000000002,269,10.0,37.5
12566,2,264,346.7,60,5.0,132.0
12567,17,5086,11451.44,10,3.304347826086956,299.1764705882353
12568,1,48,70.0,632,0.0,48.0
12569,29,1493,3369.9700000000003,4,1.948051948051948,51.48275862068966
12570,1,1,77.52,669,0.0,1.0
12571,2,523,519.61,27,0.0,261.5
12572,2,291,517.04,35,5.263157894736842,145.5
12573,5,479,717.41,215,0.0,95.8
12574,1,61,218.45000000000002,303,0.0,61.0
12575,2,315,622.82,445,0.0,157.5
12576,11,1479,2083.87,23,3.4013605442176873,134.45454545454547
12577,9,1185,1554.7,23,0.33444816053511706,131.66666666666666
12578,7,2334,4572.45,9,4.972375690607735,333.42857142857144
12579,3,278,410.72,61,6.451612903225806,92.66666666666667
12580,2,569,1052.9,234,0.0,284.5
12581,1,161,197.71,27,0.0,161.0
12582,4,985,1980.4,226,0.0,246.25
12583,30,8171,12794.27,6,1.1574074074074074,272.3666666666667
12584,15,330,1891.3,5,21.428571428571427,22.0
12585,4,1258,1982.81,222,10.309278350515463,314.5
12586,5,685,2045.67,5,1.0526315789473684,137.0
12588,5,434,938.98,27,4.166666666666666,86.8
12589,11,1369,3094.17,16,15.09433962264151,124.45454545454545
12590,5,4277,9853.48,178,5.555555555555555,855.4
12591,3,653,1338.95,305,0.0,217.66666666666666
12592,8,1872,1152.62,80,3.571428571428571,234.0
12593,3,206,418.1,96,0.0,68.66666666666667
12594,17,2743,5044.51,25,1.4851485148514851,161.35294117647058
12595,1,271,299.02,492,0.0,271.0
12596,2,474,618.27,39,0.0,237.0
12597,5,2187,3683.13,7,3.7383177570093453,437.4
12598,14,2693,4250.82,7,2.5,192.35714285714286
12599,13,2189,2296.72,17,0.0,168.3846153846154
12600,26,1374,4879.29,16,5.797101449275362,52.84615384615385
12601,7,289,673.76,177,2.857142857142857,41.285714285714285
12602,1,162,153.12,46,0.0,162.0
12603,1,63,739.1999999999999,9,0.0,63.0
12604,2,201,254.18,67,0.0,100.5
12605,5,925,1225.45,353,3.79746835443038,185.0
12606,1,1,21.0,670,0.0,1.0
12607,2,0,7.105427357601002e-15,46,50.0,0.0
12608,1,323,415.79,392,0.0,323.0
12609,10,1552,3417.86,65,0.5681818181818182,155.2
12610,7,1028,2057.99,10,4.504504504504505,146.85714285714286
12611,1,846,1193.32,40,0.0,846.0
12612,2,251,643.59,45,9.523809523809524,125.5
12613,13,4037,6573.82,19,5.780346820809249,310.53846153846155
12614,1,76,315.6,265,0.0,76.0
12615,10,3046,5142.03,24,3.10077519379845,304.6
12616,7,481,1045.35,72,8.47457627118644,68.71428571428571
12617,1,210,352.98,17,0.0,210.0
12618,1,96,177.31,9,0.0,96.0
12619,14,3494,3354.95,4,4.761904761904762,249.57142857142858
12620,3,1181,1339.41,2,0.0,393.6666666666667
12621,43,12656,22926.5,11,2.237762237762238,294.3255813953488
12622,1,69,180.1,219,0.0,69.0
12623,9,1965,3639.84,264,1.1428571428571428,218.33333333333334
12624,2,355,641.13,94,0.0,177.5
12625,5,3274,5095.38,199,2.6595744680851063,654.8
12626,13,3350,6388.35,11,4.234527687296417,257.6923076923077
12627,6,2443,3911.55,52,0.0,407.1666666666667
12628,3,298,554.36,6,6.666666666666667,99.33333333333333
12629,2,722,1558.22,373,0.0,361.0
12630,1,284,701.79,31,0.0,284.0
12631,7,1593,3452.27,45,1.6129032258064515,227.57142857142858
12632,4,668,738.88,508,7.894736842105263,167.0
12633,10,3207,5595.21,46,2.2364217252396164,320.7
12634,2,337,490.0,523,0.0,168.5
12635,4,1949,2930.41,77,0.0,487.25
12636,1,1,141.0,726,0.0,1.0
12637,14,4245,8215.16,55,0.6472491909385114,303.2142857142857
12638,2,663,921.49,21,0.0,331.5
12639,3,631,1312.3700000000001,226,0.0,210.33333333333334
12640,3,311,1174.58,11,0.0,103.66666666666667
12641,1,72,185.9,103,0.0,72.0
12642,3,552,1013.26,13,0.0,184.0
12643,14,4357,7835.3,116,7.2727272727272725,311.2142857142857
12644,6,1001,1815.54,117,9.75609756097561,166.83333333333334
12645,10,2089,3499.1,21,1.8404907975460123,208.9
12646,1,489,731.69,37,0.0,489.0
12647,45,6559,16713.99,10,3.377110694183865,145.75555555555556
12648,5,514,1097.0,142,1.5151515151515151,102.8
12649,10,1942,2258.5,95,3.278688524590164,194.2
12651,5,262,365.3,322,6.25,52.4
12652,3,533,1011.58,309,5.555555555555555,177.66666666666666
12653,3,1681,4160.83,136,0.0,560.3333333333334
12654,4,215,508.98,25,0.0,53.75
12655,1,80,261.35,411,0.0,80.0
12656,12,2841,6320.78,5,2.371541501976284,236.75
12657,2,264,660.94,29,0.0,132.0
12658,1,320,686.05,6,0.0,320.0
12659,1,105,91.68,17,0.0,105.0
12661,1,216,162.0,423,0.0,216.0
12662,21,3307,6462.74,10,1.3054830287206265,157.47619047619048
12663,3,169,204.0,612,9.090909090909092,56.333333333333336
12664,11,1276,5162.04,4,2.380952380952381,116.0
12665,5,157,301.45,312,19.047619047619047,31.4
12666,2,314,1020.98,347,6.0606060606060606,157.0
12667,1,395,620.13,45,0.0,395.0
12668,10,4725,10465.550000000001,236,0.4,472.5
12669,4,1114,1607.73,138,0.9803921568627451,278.5
12670,7,1318,3054.27,10,1.9417475728155338,188.28571428571428
12671,1,1460,2622.481,593,0.0,1460.0
12672,3,131,410.5,317,12.0,43.666666666666664
12673,2,520,840.4,314,0.0,260.0
12674,6,1104,1925.21,24,6.741573033707865,184.0
12675,4,334,933.55,541,1.7543859649122806,83.5
12676,12,1865,2773.09,12,0.9259259259259258,155.41666666666666
12677,3,174,389.3,543,8.695652173913043,58.0
12678,23,22233,33851.13,30,1.3123359580052494,966.6521739130435
12679,9,530,1058.67,40,14.285714285714285,58.888888888888886
12680,3,338,613.36,61,0.0,112.66666666666667
12681,56,16915,29518.24,2,1.9958706125258088,302.05357142857144
12682,51,9970,21718.53,2,0.3181336161187699,195.49019607843138
12683,25,6456,10558.04,24,4.23728813559322,258.24
12684,6,1900,2104.23,12,0.0,316.6666666666667
12685,6,1523,2863.08,16,0.0,253.83333333333334
12686,1,107,89.14,359,0.0,107.0
12687,2,1403,2138.91,468,0.0,701.5
12688,1,3028,4873.81,101,0.0,3028.0
12689,2,628,1247.6100000000001,13,0.0,314.0
12690,1,106,389.01,193,0.0,106.0
12691,7,445,1170.4,15,0.0,63.57142857142857
12692,1,36,110.95,625,0.0,36.0
12693,11,524,1640.42,108,4.819277108433735,47.63636363636363
12694,4,1353,1839.45,58,1.1904761904761905,338.25
12695,6,440,1322.02,54,0.0,73.33333333333333
12696,3,563,801.15,422,2.0,187.66666666666666
12697,5,499,939.02,9,4.651162790697675,99.8
12698,1,111,339.75,578,0.0,111.0
12699,1,373,638.11,405,0.0,373.0
12700,4,2264,3589.24,53,0.4716981132075472,566.0
12701,6,1727,2446.41,67,0.0,287.8333333333333
12702,1,53,219.0,7,0.0,53.0
12703,7,539,892.1800000000001,51,11.904761904761903,77.0
