Customer ID,TotalInvoices,TotalQuantity,TotalPrice,Recency,CancellationPercentage,AvgItemsPerOrder
12346,17,53,-51.74000000000524,131,27.659574468085108,3.1176470588235294
12347,4,1626,2434.96,52,0.0,406.5
12348,4,2497,1709.3999999999999,54,0.0,624.25
12349,4,988,2646.9900000000002,213,4.672897196261682,247.0
12350,1,197,334.40000000000003,115,0.0,197.0
12351,1,261,300.93,181,0.0,261.0
12352,10,376,944.98,67,15.151515151515152,37.6
12353,2,212,406.76,9,0.0,106.0
12354,1,530,1079.4,38,0.0,530.0
12355,2,543,947.61,20,0.0,271.5
12356,5,3411,6313.38,51,0.0,682.2
12357,2,3879,12079.99,194,0.0,1939.5
12358,3,831,2719.01,181,0.0,277.0
12359,11,1519,4819.97,46,2.73972602739726,138.0909090909091
12360,7,1727,2634.41,6,0.7462686567164178,246.71428571428572
12361,4,235,511.25,93,0.0,58.75
12362,4,503,1099.44,31,3.389830508474576,125.75
12363,1,282,299.1,48,0.0,282.0
12365,3,173,320.69,97,4.3478260869565215,57.666666666666664
12366,1,296,500.24,439,0.0,296.0
12368,1,330,917.7,433,0.0,330.0
12369,3,1241,1791.15,219,0.0,413.6666666666667
12370,6,2224,3577.28,80,0.0,370.6666666666667
12371,3,845,2179.42,215,0.0,281.6666666666667
12372,2,592,914.9200000000001,18,0.0,296.0
12373,3,516,1127.65,117,0.0,172.0
12374,3,1020,2246.29,227,0.0,340.0
12376,2,240,503.15,195,0.0,120.0
12377,4,2105,3426.32,120,0.0,526.25
12378,1,787,1407.7,368,0.0,787.0
12379,2,408,767.98,228,0.0,204.0
12380,10,2199,5167.4400000000005,187,2.8089887640449436,219.9
12382,1,-1,-18.38,487,100.0,-1.0
12383,5,1509,1739.86,44,1.0526315789473684,301.8
12385,2,611,1923.4,185,1.5151515151515151,305.5
12386,2,354,401.9,143,0.0,177.0
12387,1,134,143.94,220,0.0,134.0
12388,5,870,1886.7,80,0.0,174.0
12389,3,614,1433.33,208,0.0,204.66666666666666
12391,6,903,2259.58,270,3.3333333333333335,150.5
12392,1,73,234.75000000000003,397,0.0,73.0
12393,6,1011,1855.25,51,5.747126436781609,168.5
12394,1,182,381.08,23,0.0,182.0
12395,11,2574,3254.46,17,1.1976047904191618,234.0
12396,1,591,931.4300000000001,480,0.0,591.0
12399,5,1878,1622.6,19,0.0,375.6
12400,1,91,205.25,220,0.0,91.0
12401,1,11,84.3,109,0.0,11.0
12402,7,583,1244.15,129,1.4084507042253522,83.28571428571429
12403,1,164,591.6600000000001,327,0.0,164.0
12404,1,1,63.24,487,0.0,1.0
12406,4,1574,2791.46,194,1.6129032258064515,393.5
12407,2,419,495.96,41,0.0,209.5
12408,9,1135,2245.33,50,9.090909090909092,126.11111111111111
12409,6,7484,12033.54,226,1.89873417721519,1247.3333333333333
12410,4,339,1001.46,106,4.761904761904762,84.75
12411,1,138,346.9,215,0.0,138.0
12412,5,1162,1354.15,207,5.714285714285714,232.4
12413,5,234,741.3000000000001,42,4.651162790697675,46.8
12414,8,301,692.4100000000001,23,24.324324324324326,37.625
12415,16,45862,69834.04,9,0.6122448979591837,2866.375
12416,1,132,202.56,462,0.0,132.0
12417,21,1870,4520.64,31,3.5294117647058822,89.04761904761905
12418,4,680,1348.37,219,1.4492753623188406,170.0
12419,2,231,503.01,191,0.0,115.5
12421,4,268,444.01,125,3.125,67.0
12422,19,2334,3554.29,130,2.666666666666667,122.84210526315789
12423,7,1384,2129.85,6,0.0,197.71428571428572
12424,5,1275,1528.82,228,7.462686567164178,255.0
12425,2,607,903.61,236,6.779661016949152,303.5
12426,3,577,1311.41,0,6.097560975609756,192.33333333333334
12427,2,70,246.55,157,23.076923076923077,35.0
12428,8,2741,6236.2300000000005,48,2.083333333333333,342.625
12429,7,1865,4123.09,33,1.0204081632653061,266.42857142857144
12431,22,2950,7035.8,6,1.0380622837370241,134.0909090909091
12433,6,6044,7052.99,171,0.34843205574912894,1007.3333333333334
12434,4,194,542.59,55,10.0,48.5
12435,5,3782,10075.03,73,0.0,756.4
12437,37,6292,9418.53,4,4.148471615720524,170.05405405405406
12439,3,448,1089.18,488,4.054054054054054,149.33333333333334
12440,3,308,768.15,262,8.571428571428571,102.66666666666667
12441,1,121,173.55,172,0.0,121.0
12443,1,182,485.31,538,0.0,182.0
12445,2,142,293.08000000000004,205,4.761904761904762,71.0
12447,1,190,476.49,49,0.0,190.0
12449,2,729,768.6,216,0.0,364.5
12450,5,307,469.07,204,9.375,61.4
12451,6,6876,8920.83,23,0.5649717514124294,1146.0
12454,7,2232,4292.71,201,40.476190476190474,318.85714285714283
12455,6,2736,5111.99,100,0.0,456.0
12456,1,445,940.1700000000001,60,0.0,445.0
12457,7,534,1396.88,39,9.615384615384617,76.28571428571429
12458,3,750,1272.01,90,0.0,250.0
12459,1,258,454.36,411,0.0,258.0
12460,1,170,326.65,262,0.0,170.0
12462,2,283,741.31,100,9.090909090909092,141.5
12463,4,351,636.55,4,7.317073170731707,87.75
12464,4,54,544.85,6,0.0,13.5
12466,1,1,56.73,487,0.0,1.0
12467,2,0,0.0,191,50.0,0.0
12468,8,1947,3121.1,122,8.148148148148149,243.375
12469,2,2552,3070.54,328,0.0,1276.0
12470,1,95,211.95,495,0.0,95.0
12471,105,11369,26918.13,10,13.211382113821138,108.27619047619048
12472,30,7681,11995.17,60,14.43850267379679,256.03333333333336
12474,39,4660,7472.39,5,9.316770186335404,119.48717948717949
12475,1,236,426.26,215,0.0,236.0
12476,28,4013,9489.99,9,6.870229007633588,143.32142857142858
12477,6,3831,11629.4,45,0.5333333333333333,638.5
12480,6,2002,3740.7400000000002,73,1.7857142857142856,333.6666666666667
12481,15,5660,9545.380000000001,10,1.3559322033898304,377.3333333333333
12482,32,27039,21893.53,255,1.4492753623188406,844.96875
12483,21,1472,3434.0,11,6.185567010309279,70.0952380952381
12484,10,1699,2909.1,83,3.418803418803419,169.9
12485,1,414,708.1,335,0.0,414.0
12486,1,523,1037.28,237,0.0,523.0
12487,2,144,259.8,536,33.33333333333333,72.0
12489,1,105,334.93,142,0.0,105.0
12490,14,3550,5596.43,20,0.3597122302158274,253.57142857142858
12492,1,252,452.0,209,0.0,252.0
12493,1,88,232.5,3,0.0,88.0
12494,12,537,1231.16,2,10.0,44.75
12495,2,126,323.4,440,10.526315789473683,63.0
12496,2,30,45.34,426,0.0,15.0
12497,3,4448,5168.650000000001,206,2.272727272727273,1482.6666666666667
12499,1,302,393.72,366,0.0,302.0
12500,16,1597,2876.24,72,5.5045871559633035,99.8125
12501,2,1722,2089.68,121,6.875000000000001,861.0
12502,3,434,1842.65,23,0.0,144.66666666666666
12503,2,560,0.0,143,33.33333333333333,280.0
12504,2,368,297.0,223,0.0,184.0
12505,3,313,908.0,107,10.638297872340425,104.33333333333333
12506,1,23,73.5,38,0.0,23.0
12507,2,581,985.41,104,0.0,290.5
12509,1,55,176.5,90,0.0,55.0
12510,15,1959,3387.81,131,6.0,130.6
12511,2,1748,3065.77,220,2.0618556701030926,874.0
12514,2,840,1597.76,72,0.0,420.0
12515,1,131,383.7,159,0.0,131.0
12516,2,1077,1336.56,236,0.0,538.5
12519,2,205,354.35,270,8.333333333333332,102.5
12520,4,936,1645.81,10,2.857142857142857,234.0
12523,21,1646,2955.67,58,5.913978494623656,78.38095238095238
12524,15,5597,9439.02,10,0.9900990099009901,373.1333333333333
12525,8,487,835.1800000000001,296,22.07792207792208,60.875
12527,4,513,671.72,100,0.0,128.25
12528,3,356,765.46,65,4.3478260869565215,118.66666666666667
12529,2,190,311.78000000000003,328,8.695652173913043,95.0
12530,9,2125,2871.23,39,1.6528925619834711,236.11111111111111
12531,2,1059,1773.83,486,5.172413793103448,529.5
12533,6,568,1149.99,424,20.0,94.66666666666667
12537,1,449,732.94,214,0.0,449.0
12538,1,145,276.5,184,0.0,145.0
12539,7,4088,8448.24,67,0.21645021645021645,584.0
12540,23,6553,13570.59,24,0.4618937644341801,284.9130434782609
12541,1,288,312.4,86,0.0,288.0
12542,4,514,423.38,289,13.333333333333334,128.5
12543,1,688,980.25,253,0.0,688.0
12545,1,346,628.15,65,0.0,346.0
12547,3,309,383.58,3,0.0,103.0
12549,6,1366,1575.68,381,0.0,227.66666666666666
12551,1,100,168.0,163,0.0,100.0
12553,11,1297,2594.89,10,2.7027027027027026,117.9090909090909
12554,1,240,468.5,254,0.0,240.0
12555,1,1,129.23,487,0.0,1.0
12557,6,3956,10959.800000000001,61,0.0,659.3333333333334
12559,3,281,536.21,116,4.545454545454546,93.66666666666667
12561,1,177,238.85,108,0.0,177.0
12562,3,731,1630.14,4,0.0,243.66666666666666
12563,1,113,249.24,214,0.0,113.0
12564,1,133,456.90000000000003,67,0.0,133.0
12565,2,75,131.17000000000002,87,10.0,37.5
12567,10,2626,6220.82,7,0.6825938566552902,262.6
12568,1,48,70.0,450,0.0,48.0
12569,6,486,1140.6200000000001,24,2.272727272727273,81.0
12570,1,1,77.52,487,0.0,1.0
12573,5,479,717.41,32,0.0,95.8
12574,1,61,218.45000000000002,121,0.0,61.0
12575,2,315,622.82,263,0.0,157.5
12576,7,830,1198.54,24,4.545454545454546,118.57142857142857
12577,6,856,1186.3899999999999,164,0.0,142.66666666666666
12578,6,1886,3386.6,122,6.569343065693431,314.3333333333333
12580,2,569,1052.9,52,0.0,284.5
12582,4,985,1980.4,44,0.0,246.25
12583,19,5498,9326.09,6,0.6756756756756757,289.36842105263156
12584,2,82,453.73,76,5.263157894736842,41.0
12585,4,1258,1982.81,40,10.309278350515463,314.5
12586,4,606,1848.73,174,1.1904761904761905,151.5
12588,4,381,724.0799999999999,205,5.263157894736842,95.25
12589,9,1063,2447.49,219,18.07909604519774,118.11111111111111
12590,4,4281,9856.36,17,2.857142857142857,1070.25
12591,3,653,1338.95,123,0.0,217.66666666666666
12592,7,1747,946.82,19,4.0,249.57142857142858
12593,1,100,236.0,24,0.0,100.0
12594,12,1594,2883.83,40,2.2900763358778624,132.83333333333334
12595,1,271,299.02,310,0.0,271.0
12596,1,156,269.95,48,0.0,156.0
12597,1,230,516.15,74,0.0,230.0
12598,10,1562,2677.33,26,3.968253968253968,156.2
12599,9,1661,1728.0,14,0.0,184.55555555555554
12600,22,936,3596.21,10,7.6190476190476195,42.54545454545455
12601,5,267,613.16,10,0.0,53.4
12604,1,137,178.5,67,0.0,137.0
12605,5,925,1225.45,171,3.79746835443038,185.0
12606,1,1,21.0,487,0.0,1.0
12608,1,323,415.79,210,0.0,323.0
12609,8,1127,2578.94,124,0.7575757575757576,140.875
12613,11,3200,4817.36,3,3.8910505836575875,290.90909090909093
12614,1,76,315.6,83,0.0,76.0
12615,7,1919,3273.69,219,4.624277456647398,274.14285714285717
12616,5,298,617.5,58,10.81081081081081,59.6
12619,3,652,771.8,40,0.0,217.33333333333334
12620,1,434,561.66,10,0.0,434.0
12621,32,10055,17846.9,6,1.9083969465648856,314.21875
12622,1,69,180.1,37,0.0,69.0
12623,9,1965,3639.84,82,1.1428571428571428,218.33333333333334
12625,5,3274,5095.38,17,2.6595744680851063,654.8
12626,4,426,1166.55,117,11.940298507462686,106.5
12629,2,722,1558.22,191,0.0,361.0
12631,6,1357,2811.77,237,1.935483870967742,226.16666666666666
12632,4,668,738.88,326,7.894736842105263,167.0
12633,7,2989,5184.13,2,1.773049645390071,427.0
12634,2,337,490.0,341,0.0,168.5
12635,2,777,1241.23,197,0.0,388.5
12636,1,1,141.0,544,0.0,1.0
12637,10,2334,4599.41,45,1.0498687664041995,233.4
12638,1,86,249.8,445,0.0,86.0
12639,3,631,1312.3700000000001,44,0.0,210.33333333333334
12643,11,3443,5902.58,26,9.523809523809524,313.0
12644,5,676,1337.63,236,13.043478260869565,135.2
12645,7,1492,2542.62,25,1.6,213.14285714285714
12647,40,5890,15293.48,5,3.71900826446281,147.25
12648,4,354,778.95,240,2.2222222222222223,88.5
